churned,id,customer_code,co_name,total_spend,week_minus_4,week_minus_3,week_minus_2,last_week,4-3_delta,3-2_delta,2-1_delta
0,2320,1256,Gross PLC,4052.97,0.37,2.15,0.53,1.09,1.78,-1.62,0.56
0,2321,1135,Owen Rodriguez and Cox,22118.03,1.22,2.12,1.22,2.39,0.9,-0.9,1.17
0,2322,1656,Young LLC,37642.48,1.34,1.6,1.73,1.1,0.26,0.13,-0.63
0,2323,2135,Turner Patel and Larson,22249.41,0.64,2,1.59,0.64,1.36,-0.41,-0.95
0,2324,1433,Kim Group,40447,1.33,0.62,0.59,2.15,-0.71,-0.03,1.56
0,2325,713,Little Nichols and Holmes,27180.96,0.08,1.91,2.25,1.46,1.83,0.34,-0.79
0,2326,2114,Wright Inc,13776.28,1.28,1.78,2.28,0.54,0.5,0.5,-1.74
0,2327,1997,Franco Johnson and Rodriguez,72310.21,2.42,0.98,1.98,1.68,-1.44,1,-0.3
0,2328,962,Jones Owen and Townsend,77490.79,1.53,0.66,1.4,0.06,-0.87,0.74,-1.34
0,2329,2320,Shannon-Hernandez,50057.89,0.58,1,0.14,2.36,0.42,-0.86,2.22
0,2330,2313,Joseph Group,45520.01,1.53,1.04,0.8,0.63,-0.49,-0.24,-0.17
0,2331,2284,Marquez Powers and Vance,57508.07,2.45,0.62,1.44,1.09,-1.83,0.82,-0.35
0,2332,1279,Rose Cannon and Harrison,61115.47,1.58,1.48,0.99,0.03,-0.1,-0.49,-0.96
0,2333,691,Herring Keller and Warren,32018.45,0.54,2.14,1.76,0.06,1.6,-0.38,-1.7
0,2334,1346,Frazier Group,5396.01,0.51,2.41,1.21,2.29,1.9,-1.2,1.08
0,2335,2414,Dunn-Mendoza,36982.84,0.27,1.32,1.9,0.34,1.05,0.58,-1.56
0,2336,736,Jackson-Jones,37990.19,2.09,1.32,0.98,0.42,-0.77,-0.34,-0.56
0,2337,1638,Jensen PLC,13141.74,1.18,0.25,1.26,0.12,-0.93,1.01,-1.14
0,2338,279,Rodriguez-Turner,28354.3,1.62,1.25,0.05,1.32,-0.37,-1.2,1.27
0,2339,1521,Irwin Inc,5744.57,0.94,2.39,1.18,2.46,1.45,-1.21,1.28
0,2340,1949,Duran Martinez and Smith,2859.37,1.71,2.03,1.97,1.39,0.32,-0.06,-0.58
0,2341,1338,Hogan-Williams,39428.42,0.27,0.1,1.91,1.7,-0.17,1.81,-0.21
0,2342,924,Miranda and Sons,57701.11,2.33,0.79,1.75,1.89,-1.54,0.96,0.14
0,2343,1159,Harris Moore and Richards,39560.64,0.61,0.45,0.93,0.45,-0.16,0.48,-0.48
0,2344,218,Anderson-Reid,25674.44,1.22,1.71,2.4,1.42,0.49,0.69,-0.98
0,2345,2292,Snow-Kerr,75969.74,2.49,0.94,0.61,1.82,-1.55,-0.33,1.21
0,2346,1044,Roberts Martinez and Taylor,46278.24,2.23,1.25,1.17,0.4,-0.98,-0.08,-0.77
1,2347,2380,Fowler Parker and Marsh,18825.8,2.09,2.25,0.14,1.03,0.16,-2.11,0.89
0,2348,1347,Potter-West,78723.2,0.27,2.19,0.12,0.11,1.92,-2.07,-0.01
1,2349,2422,Harmon PLC,75806.95,0.92,1.84,0.12,1.13,0.92,-1.72,1.01
0,2350,425,Hart Greer and Hanson,60364.11,2.42,1.3,0.33,0.88,-1.12,-0.97,0.55
0,2351,2186,Payne Ltd,69225.09,1.18,2.1,1.39,0.52,0.92,-0.71,-0.87
0,2352,2314,English-Knox,26490.81,1.69,0.73,2.16,1.77,-0.96,1.43,-0.39
0,2353,1403,Smith Humphrey and Wright,33357.6,0.97,1.6,0.07,0.6,0.63,-1.53,0.53
0,2354,1096,Davis LLC,21197.51,1.28,1.19,2.44,0.94,-0.09,1.25,-1.5
0,2355,1768,Mullins Inc,49029.81,0.05,0.28,0.14,0.29,0.23,-0.14,0.15
0,2356,2321,Donaldson Ltd,73478.91,0.71,1.35,2.05,0.86,0.64,0.7,-1.19
0,2357,1267,Simon Ltd,62977.83,0.19,0.48,1.97,0.19,0.29,1.49,-1.78
0,2358,1812,Scott PLC,41400.56,1.92,1.31,0.81,0.35,-0.61,-0.5,-0.46
0,2359,243,Costa Castillo and Smith,51951.13,0.37,0.94,0.06,1.93,0.57,-0.88,1.87
0,2360,1080,Nixon Inc,32179.56,2.26,0.9,1.97,0.13,-1.36,1.07,-1.84
0,2361,2147,Wilson LLC,47659.12,0.47,1.49,0.57,1.57,1.02,-0.92,1
0,2362,1251,Gardner-Horne,66868.47,0.42,0.63,0.48,1.55,0.21,-0.15,1.07
0,2363,2197,Montoya-Robinson,78276.75,0.12,0.99,1.09,0.64,0.87,0.1,-0.45
0,2364,79,Edwards-Carter,69595.42,1.43,2.44,1.08,1.19,1.01,-1.36,0.11
0,2365,1548,King Moore and Buck,10510.55,2.49,0.26,0.86,2.06,-2.23,0.6,1.2
0,2366,1441,Henderson Group,73689.31,0.96,0.48,0.88,2.34,-0.48,0.4,1.46
0,2367,1653,Morris Watkins and Alexander,37051.67,0.71,1.91,0.82,0.95,1.2,-1.09,0.13
0,2368,303,Williams-Sullivan,43156.91,1.76,1.32,2.49,0.64,-0.44,1.17,-1.85
0,2369,634,Rivas LLC,20686.97,1.31,1.04,2.46,1.14,-0.27,1.42,-1.32
0,2370,892,Thomas Larsen and Johnson,62363.85,0.64,1.65,2.05,1.58,1.01,0.4,-0.47
0,2371,284,Ball Miller and Carlson,6279.86,1.1,1.2,0.35,0.7,0.1,-0.85,0.35
0,2372,319,Mclaughlin Santos and Foster,47233.1,1.1,1.08,1.38,1.53,-0.02,0.3,0.15
0,2373,2630,Thompson Ltd,10502.21,2.47,0.81,0.31,0.51,-1.66,-0.5,0.2
0,2374,981,Stephenson-Randall,61538.21,1.59,0.69,2.31,1.92,-0.9,1.62,-0.39
0,2375,1595,Murphy Inc,61548.68,0.3,1.52,1,2.44,1.22,-0.52,1.44
0,2376,2544,Black Garcia and Thomas,18811.46,1.97,2.33,1.23,1.14,0.36,-1.1,-0.09
0,2377,1465,Clark Gordon and Hernandez,73909.34,1.76,1.64,1.1,0.22,-0.12,-0.54,-0.88
0,2378,2642,Brown Stewart and Goodman,71785.84,2.24,0.5,1.72,2.35,-1.74,1.22,0.63
0,2379,2561,Preston Graham and Obrien,64351.09,0.47,0.86,0.97,1.7,0.39,0.11,0.73
0,2380,2263,Davies Williams and Saunders,12878.84,0.39,2.16,1.41,0.75,1.77,-0.75,-0.66
0,2381,2133,Thomas-Fowler,73499.92,1.35,0.27,2.29,1.28,-1.08,2.02,-1.01
0,2382,616,Rogers Flores and Murphy,58428.49,0.78,0.45,2.44,0.36,-0.33,1.99,-2.08
0,2383,254,Wilson Inc,41124.18,0.81,1.25,1.24,2.35,0.44,-0.01,1.11
1,2384,2502,Williams Ltd,44727.7,1.26,0.09,2.06,1.76,-1.17,1.97,-0.3
0,2385,534,Silva Jones and Johnson,64594.09,1.25,0.2,1.19,0.77,-1.05,0.99,-0.42
1,2386,1172,Evans LLC,26789.83,0.74,0.15,0.56,2.22,-0.59,0.41,1.66
0,2387,2183,Duncan Henry and Cameron,9253.16,2.49,2.49,2.08,1.56,0,-0.41,-0.52
0,2388,321,Clark Zuniga and Olson,9154.11,0.49,0.77,1.7,0.86,0.28,0.93,-0.84
0,2389,2102,Hicks Hogan and Hale,42765.21,0.24,1.67,2.34,0.06,1.43,0.67,-2.28
0,2390,1761,Daniels-Rojas,13956.96,1.5,0.78,0.3,0.78,-0.72,-0.48,0.48
0,2391,551,Sanders-Chase,22436.94,2.12,1.75,1.16,2.23,-0.37,-0.59,1.07
0,2392,2827,Woodward Ford and Morales,79091.24,1.52,1.92,1.17,1.51,0.4,-0.75,0.34
0,2393,2194,Garcia LLC,20291.45,0.72,0.27,1.83,1.62,-0.45,1.56,-0.21
0,2394,623,May-Taylor,26096.21,0.44,0.59,0.96,0.4,0.15,0.37,-0.56
0,2395,1915,Frey Group,52649.08,1.89,1.46,0.56,1.95,-0.43,-0.9,1.39
0,2396,2127,Adams Wiley and Tran,4558.64,1.12,0.62,0.69,0.65,-0.5,0.07,-0.04
0,2397,230,Walker-Moore,28725.78,0.07,0.03,1.73,2.42,-0.04,1.7,0.69
0,2398,1349,Powell-Kerr,56010.36,1.42,1.92,2.18,0.14,0.5,0.26,-2.04
0,2399,971,Burton Group,12818.56,2.46,1.14,1.18,0.95,-1.32,0.04,-0.23
0,2400,2516,Thomas Bailey and Adams,52684.52,1.22,2.29,0.04,0.67,1.07,-2.25,0.63
0,2401,275,Nolan Inc,26001.86,0.13,2.36,0.17,2.12,2.23,-2.19,1.95
0,2402,2071,Sampson-Martinez,59771.89,1.23,1.29,2.31,0.57,0.06,1.02,-1.74
0,2403,699,King-Potter,50710.77,1.22,0.46,1.93,2.48,-0.76,1.47,0.55
0,2404,1706,Berger Rojas and Castillo,15686.77,1.11,0.61,1.79,1.91,-0.5,1.18,0.12
0,2405,1750,Browning-Taylor,46921.95,2.25,2.28,0.37,0.47,0.03,-1.91,0.1
1,2406,808,Brown Ltd,51284.99,1.12,0.12,0.28,1.12,-1,0.16,0.84
0,2407,2379,Smith Parker and Schwartz,69853.79,0.16,0.58,1.87,0.26,0.42,1.29,-1.61
0,2408,512,Davis-Brooks,14266.26,1.59,2.42,1.97,0.41,0.83,-0.45,-1.56
0,2409,2067,Ward Young and Lynch,50086.98,2.19,1,2.16,1.36,-1.19,1.16,-0.8
0,2410,2666,Perez Inc,10479.76,1.38,0.21,0.25,1.52,-1.17,0.04,1.27
0,2411,139,Singh Ltd,21424.16,2.39,0.04,1.83,1.39,-2.35,1.79,-0.44
0,2412,1661,Johnson Inc,39234.33,1.51,0.58,0.93,1.62,-0.93,0.35,0.69
0,2413,1181,Moore LLC,3954.36,1.66,1.07,0.92,2.21,-0.59,-0.15,1.29
0,2414,756,Ponce-White,5727.11,0.32,0.82,1.66,0.78,0.5,0.84,-0.88
0,2415,844,Gonzalez LLC,70312.26,0.63,0.76,1.69,0.74,0.13,0.93,-0.95
0,2416,859,Moses Ltd,51343.09,2.39,1,0.44,1.68,-1.39,-0.56,1.24
0,2417,2040,James Inc,73269.4,1.13,0.58,0.42,0.73,-0.55,-0.16,0.31
0,2418,2501,Rodriguez Landry and James,48394.77,0.24,1.77,0.24,1.39,1.53,-1.53,1.15
0,2419,2885,Watson Wilson and Fleming,64439.21,2.26,0.29,2.29,1.47,-1.97,2,-0.82
0,2420,44,Santos-Barton,54962,1.25,0.31,0.44,0.44,-0.94,0.13,0
0,2421,1628,Murray-Schultz,79075.38,1.61,2.37,1.57,0.5,0.76,-0.8,-1.07
0,2422,592,Carrillo-Fleming,72396.41,0.01,2.06,0.9,1.03,2.05,-1.16,0.13
0,2423,1927,Lee Morris and Torres,17605.19,1.09,1.89,0.54,2.13,0.8,-1.35,1.59
0,2424,1030,Randall Whitehead and Howard,74135,0.88,0.04,0.94,0.56,-0.84,0.9,-0.38
1,2425,2322,Ryan LLC,77586.68,1.09,0.16,1.22,0.62,-0.93,1.06,-0.6
0,2426,308,Osborn-Bush,16283.98,0.89,1.6,2.03,0.88,0.71,0.43,-1.15
0,2427,1572,Melton Group,68017.36,0.68,0.41,1.76,1.34,-0.27,1.35,-0.42
0,2428,2354,Gutierrez Ltd,19940.51,0.86,0.72,0.68,2.07,-0.14,-0.04,1.39
0,2429,2842,Larson Inc,47959.27,1.92,1.56,1.85,0.48,-0.36,0.29,-1.37
0,2430,2226,Contreras Ltd,39128.41,1.5,2.43,1.86,1.68,0.93,-0.57,-0.18
0,2431,1660,Rodriguez Meadows and Mason,5484.78,0.05,1.36,0.87,0.21,1.31,-0.49,-0.66
0,2432,1611,Hammond-Higgins,54963.44,2.28,1.43,0.44,0.43,-0.85,-0.99,-0.01
0,2433,2262,Durham Shaw and Wood,75532.68,2.01,0.43,2.34,0.93,-1.58,1.91,-1.41
0,2434,1187,Walker-Mcdonald,63152.28,2.04,0.45,1.91,0.06,-1.59,1.46,-1.85
0,2435,728,Klein Dyer and Holland,8164.24,1.66,0.84,2.03,1.37,-0.82,1.19,-0.66
0,2436,2906,Carr-Taylor,4335.77,1.89,1.67,1.61,0.47,-0.22,-0.06,-1.14
0,2437,684,Harris Group,15169.39,1.52,0.92,2.34,1.39,-0.6,1.42,-0.95
0,2438,30,Ford Swanson and Hall,28636.67,0.86,1.99,0.06,2.07,1.13,-1.93,2.01
0,2439,394,White-Lowe,5546.88,0.74,2.24,0.1,2.26,1.5,-2.14,2.16
0,2440,2411,Kidd-Henry,27742.27,1.58,1.82,0.48,1.88,0.24,-1.34,1.4
0,2441,2093,Rodriguez Singh and Ewing,31596.02,0.44,1.87,0.24,1.83,1.43,-1.63,1.59
0,2442,707,Davis PLC,49477.79,2.13,2.34,2.16,2.4,0.21,-0.18,0.24
0,2443,821,Stein Miller and Barajas,14508.15,1.83,1.49,2.3,1.37,-0.34,0.81,-0.93
0,2444,710,Anderson LLC,65351.75,1.65,1.04,0.9,1.74,-0.61,-0.14,0.84
0,2445,2814,Carson LLC,52127,0.86,0.2,0.42,0.33,-0.66,0.22,-0.09
0,2446,124,Yoder-Martin,76557.65,1.31,0.74,1.08,0.2,-0.57,0.34,-0.88
0,2447,430,Robertson Group,41236.69,0.76,1.53,2.46,1.21,0.77,0.93,-1.25
0,2448,1593,Williams and Sons,60412.78,1.15,0.49,2.41,2.39,-0.66,1.92,-0.02
0,2449,806,Foster Harrison and Mckee,57786.59,0.93,2.46,0.32,1.36,1.53,-2.14,1.04
0,2450,1082,Gomez Inc,49195.12,0.32,0.04,2.42,0.44,-0.28,2.38,-1.98
0,2451,350,Molina Ltd,72223.98,2.12,0.68,1.88,0.83,-1.44,1.2,-1.05
0,2452,24,Morgan Martinez and Dudley,11412.19,2.47,2.16,1.14,1.19,-0.31,-1.02,0.05
0,2453,2107,Williams Ltd,27858.6,0.55,0.46,0.92,1.67,-0.09,0.46,0.75
0,2454,873,Medina-Casey,39021.93,0.13,0.14,0.68,1.41,0.01,0.54,0.73
0,2455,663,Mccoy-Munoz,51557.73,1.23,2.05,1.03,1.66,0.82,-1.02,0.63
0,2456,1774,Evans Inc,42743.96,0.87,0.75,1.2,1.09,-0.12,0.45,-0.11
0,2457,57,Martin Young and Boyer,46662.23,0.54,0.27,2.15,2.03,-0.27,1.88,-0.12
0,2458,2692,Gallegos Lopez and Rodriguez,49775.89,0.91,1.47,2.24,2.17,0.56,0.77,-0.07
0,2459,1624,Davis-Davis,55374.1,1.84,1.97,0.81,2.33,0.13,-1.16,1.52
0,2460,943,Snyder Group,8948.94,1.89,1.11,2.05,0.8,-0.78,0.94,-1.25
0,2461,1079,Brown Lyons and Bruce,52108.9,2.35,1.05,2.4,1.81,-1.3,1.35,-0.59
0,2462,2695,Armstrong Group,61384.5,2.34,0.3,2.18,0.11,-2.04,1.88,-2.07
0,2463,1829,Grant Inc,4594.34,2.38,1.23,2,1.39,-1.15,0.77,-0.61
0,2464,2949,Cisneros Figueroa and Booth,16767.47,1.79,0.95,1.98,0.54,-0.84,1.03,-1.44
0,2465,1257,Austin-Edwards,19055.66,0.21,2.15,1.52,1.28,1.94,-0.63,-0.24
0,2466,1553,Tran-Kelly,55753.73,1.9,0.83,0.91,2.07,-1.07,0.08,1.16
0,2467,1841,Wood Carr and Le,19767.8,0.28,1.86,0.22,1.33,1.58,-1.64,1.11
0,2468,2457,Fernandez-Moore,56922.59,0.78,1.77,0.47,0.75,0.99,-1.3,0.28
0,2469,899,Griffin PLC,16728.26,0.31,1.38,1.24,0.94,1.07,-0.14,-0.3
0,2470,2474,Logan LLC,4360.62,2.34,0.87,1.09,0.71,-1.47,0.22,-0.38
0,2471,877,Hines Reed and Grimes,51559.49,0.15,0.34,0.48,2.35,0.19,0.14,1.87
1,2472,2764,Prince Steele and Reed,48284.17,1.87,0.28,0.07,0.76,-1.59,-0.21,0.69
0,2473,354,Shah Group,49768.23,1.26,2.31,0.89,1.36,1.05,-1.42,0.47
0,2474,2781,Collins Dean and Perry,44132.18,1.19,1.45,0.8,1.4,0.26,-0.65,0.6
1,2475,891,Reyes Inc,57484.39,1.45,0.16,1.26,0.81,-1.29,1.1,-0.45
0,2476,1538,Ramos-Hall,69257.86,1.27,0.53,0.7,0.25,-0.74,0.17,-0.45
0,2477,653,Thomas Harrell and Smith,47652.53,0.3,0.72,2.35,0.05,0.42,1.63,-2.3
0,2478,812,Collins-Johnson,77855.25,1.75,1.74,2.18,1.71,-0.01,0.44,-0.47
0,2479,1289,Mccullough-Olsen,50263.15,0.99,2.25,1.11,1.63,1.26,-1.14,0.52
0,2480,2808,Gill-Sosa,67731.49,2.31,2.1,0.6,0.07,-0.21,-1.5,-0.53
0,2481,1569,Grant Inc,73785.15,2.06,0.41,0.95,0.3,-1.65,0.54,-0.65
0,2482,334,Koch Martin and Turner,48075.94,0.54,1.56,2.08,1.95,1.02,0.52,-0.13
0,2483,1526,Lewis-Stone,4384.92,0.5,0.76,0.88,1.23,0.26,0.12,0.35
0,2484,1160,Blair-Andrade,65859.78,1.98,2.32,0.72,1.19,0.34,-1.6,0.47
0,2485,1651,Moreno PLC,61634.59,0.67,0.3,0.5,0.01,-0.37,0.2,-0.49
1,2486,1840,Wise-Rojas,55502.05,1.58,0.04,0.52,0.82,-1.54,0.48,0.3
0,2487,787,Lane-Nelson,61762.92,2.38,0.07,0.92,0.37,-2.31,0.85,-0.55
0,2488,2096,Mosley-Wilkerson,35152.19,0.2,0.61,0.05,1.27,0.41,-0.56,1.22
0,2489,2485,Anderson Brandt and Martinez,14227.34,0.8,2.3,0.32,0.97,1.5,-1.98,0.65
0,2490,761,Benson and Sons,65517.55,2.44,0.23,1.25,2.11,-2.21,1.02,0.86
0,2491,125,Bryan Ltd,53674.3,1.57,0.82,0.27,1,-0.75,-0.55,0.73
0,2492,929,Thompson Lopez and White,37278.49,1.87,1.16,0.17,0.22,-0.71,-0.99,0.05
0,2493,1763,Mckenzie-Combs,10853.58,1.87,0.55,0.51,1.3,-1.32,-0.04,0.79
0,2494,501,Holland PLC,59045.83,1.88,1.2,0.91,1.81,-0.68,-0.29,0.9
0,2495,155,Olson PLC,30036.33,1.7,1.91,0.95,0.06,0.21,-0.96,-0.89
0,2496,2079,Patton Group,51897.74,0.88,2.07,0.89,0.61,1.19,-1.18,-0.28
0,2497,276,Wilson PLC,15288.35,0.92,1.44,2.25,0.52,0.52,0.81,-1.73
0,2498,2706,Briggs LLC,34181.27,1.39,2.34,0.66,0.75,0.95,-1.68,0.09
0,2499,1631,Mitchell Reed and Anderson,1806.1,2.09,2.36,2.43,0.65,0.27,0.07,-1.78
0,2500,1104,Martinez PLC,15555.41,1.01,2.07,2.12,2.25,1.06,0.05,0.13
1,2501,946,Taylor Brooks and Ruiz,59532.77,2.22,1.71,0.03,1.39,-0.51,-1.68,1.36
0,2502,1941,Mitchell Anderson and Kemp,77035.53,1.19,1.71,2.48,0.36,0.52,0.77,-2.12
0,2503,2682,Kramer-Gibson,61558.13,0.32,1.01,1.78,1.22,0.69,0.77,-0.56
0,2504,1621,Evans Group,11128.55,1.35,1.14,0.46,2.09,-0.21,-0.68,1.63
0,2505,2873,Reilly Group,55987.84,1.92,1.85,2.39,1.13,-0.07,0.54,-1.26
0,2506,2311,Sims-Cole,52895.7,0.91,1.86,0.35,1.71,0.95,-1.51,1.36
0,2507,2807,Kim-Day,45007.02,1.54,2.36,2.39,1.84,0.82,0.03,-0.55
0,2508,683,Harris Ltd,69579.91,1.82,0.34,2.11,1.84,-1.48,1.77,-0.27
0,2509,2210,Curtis Miller and Ferrell,57514.96,1.81,0.01,1.41,1.97,-1.8,1.4,0.56
1,2510,1753,Morgan Taylor and Solomon,66184.98,0.79,2.46,0.07,1.47,1.67,-2.39,1.4
0,2511,1885,Gray Drake and Lopez,74463.65,0.45,0.37,2.16,1.77,-0.08,1.79,-0.39
0,2512,1967,Robles-Rogers,72131.16,1.3,0.83,0.94,0.55,-0.47,0.11,-0.39
0,2513,2404,Crosby-Hernandez,49386.51,2.39,0.35,1.19,1.79,-2.04,0.84,0.6
0,2514,1522,Young-Garcia,39716.37,0.46,1.39,1.3,1.75,0.93,-0.09,0.45
0,2515,68,Nelson-Edwards,61966.6,2.37,0.11,0.84,2.16,-2.26,0.73,1.32
0,2516,1081,Wagner-Love,62666.48,0.05,1.99,0.48,0.52,1.94,-1.51,0.04
0,2517,559,Wright Group,32055.49,2.25,0.99,1.48,1.19,-1.26,0.49,-0.29
0,2518,265,Chandler-Flores,17478.85,0.88,1.49,1.59,1.53,0.61,0.1,-0.06
0,2519,2235,Snyder-Green,49118.23,1.82,1.6,1.2,1.31,-0.22,-0.4,0.11
0,2520,2606,Berry-Brown,20257.02,0.86,0.32,1.53,0.77,-0.54,1.21,-0.76
1,2521,1723,Aguilar-Holt,57534.15,0.89,0.1,1.24,2.2,-0.79,1.14,0.96
0,2522,672,Rogers Parker and Sloan,59405.14,1.8,0.37,1.86,1.85,-1.43,1.49,-0.01
0,2523,786,Wilson PLC,4039.49,0.36,1.17,1.35,0.53,0.81,0.18,-0.82
0,2524,715,Davis Barnes and Smith,61797.62,2.27,1.56,2.05,0.72,-0.71,0.49,-1.33
0,2525,2061,Russell-Morgan,9697.63,1.89,0.89,2.15,0.83,-1,1.26,-1.32
0,2526,289,Austin Inc,51143.37,1.79,0.11,1.52,0.7,-1.68,1.41,-0.82
0,2527,245,Boone-Underwood,57867.42,0.67,0.98,1.3,2.16,0.31,0.32,0.86
0,2528,2296,Rodriguez Jackson and Reynolds,5078.76,1.53,1.89,0.69,1.53,0.36,-1.2,0.84
0,2529,2673,Manning Group,22169.25,1.45,1.23,0.51,1.59,-0.22,-0.72,1.08
0,2530,1495,Lee-Dawson,41001.49,1.25,0.12,0.18,1.7,-1.13,0.06,1.52
0,2531,160,Peters-Davidson,12629.88,2.1,2.24,2.35,0.7,0.14,0.11,-1.65
0,2532,1567,Marshall-Cooper,4580.79,1.69,1.26,0.86,0.53,-0.43,-0.4,-0.33
0,2533,1481,Davidson-Brown,4267.52,2.04,1.86,1.25,0.71,-0.18,-0.61,-0.54
0,2534,2651,Owens Ltd,12104.04,0.44,0.61,1.99,0.46,0.17,1.38,-1.53
0,2535,2064,Gilbert-Villanueva,24659.85,1.04,0.25,2.16,0.39,-0.79,1.91,-1.77
0,2536,1197,Mcclain Inc,18197.47,1.99,1.15,0.88,1.33,-0.84,-0.27,0.45
0,2537,1712,Grant-Chase,50720.71,0.52,1.9,0.18,0.67,1.38,-1.72,0.49
0,2538,2171,Hill-Kelly,50440.08,1.84,1.64,0.98,1,-0.2,-0.66,0.02
0,2539,197,Bowers LLC,36371.62,0.69,2.19,1.44,0.46,1.5,-0.75,-0.98
0,2540,762,Watkins LLC,30774.3,0.25,0.81,0.98,1.3,0.56,0.17,0.32
0,2541,868,Melton Hendrix and Hammond,1437.27,0.03,1.15,2.48,0.93,1.12,1.33,-1.55
0,2542,1326,Parks-Ramirez,4230.69,1,0.51,1.54,0.1,-0.49,1.03,-1.44
0,2543,642,Medina Ltd,66435.63,0.17,0.05,1.01,1.68,-0.12,0.96,0.67
0,2544,940,Snyder Ltd,62293.07,0.09,2.39,1.09,2.15,2.3,-1.3,1.06
0,2545,1773,Myers Martin and Wilkins,2853.41,0.15,1.89,1.8,1.27,1.74,-0.09,-0.53
0,2546,2054,Austin Ltd,17797.01,1.14,1.77,0.01,1.91,0.63,-1.76,1.9
1,2547,1392,Bass Cox and Miller,76418.56,1.29,2.49,0.06,1.04,1.2,-2.43,0.98
0,2548,2715,Bailey-Little,33732.86,1.67,0.11,1.57,0.3,-1.56,1.46,-1.27
0,2549,1922,Leon-Howell,13811.32,1.28,0.71,1.48,0.62,-0.57,0.77,-0.86
0,2550,225,Burton PLC,6367.54,1.3,1.9,1.56,2.46,0.6,-0.34,0.9
0,2551,1292,Johnson Torres and Brown,78299.1,0.67,1.35,0.9,0.25,0.68,-0.45,-0.65
0,2552,1025,Smith-Lindsey,75687.89,1.86,1.9,1.87,1.36,0.04,-0.03,-0.51
0,2553,111,Jacobson Tucker and West,76225.99,1.17,1.13,2.36,2.01,-0.04,1.23,-0.35
1,2554,2567,King LLC,54557.33,1.85,0.18,1.69,2.48,-1.67,1.51,0.79
0,2555,1180,Rice-Ingram,35306.71,2.36,1.28,1.68,0.46,-1.08,0.4,-1.22
0,2556,485,Lambert-Benson,6498.39,1.07,2.32,2.16,1.83,1.25,-0.16,-0.33
0,2557,2847,Dominguez Ltd,66010.82,1.12,1.64,0.59,2.07,0.52,-1.05,1.48
0,2558,236,Gallagher-Ross,65801.6,1.58,1.42,2.21,2.14,-0.16,0.79,-0.07
0,2559,2406,Reyes Peterson and George,17976.25,1.95,0.51,1.83,1.72,-1.44,1.32,-0.11
0,2560,882,Gilbert PLC,38197.37,1,1.04,1.67,2.02,0.04,0.63,0.35
0,2561,2717,Ramirez PLC,21390.29,0.06,1.03,0.45,0.67,0.97,-0.58,0.22
0,2562,2931,Jackson Ltd,15379.8,0.09,1.84,1.33,1.86,1.75,-0.51,0.53
0,2563,1293,Ramirez and Sons,18885.82,2.03,1.54,1.02,1.58,-0.49,-0.52,0.56
0,2564,458,Reed-Pacheco,22569.22,0.66,0.89,2.16,1.3,0.23,1.27,-0.86
0,2565,2552,Stevens Inc,27610.97,0.4,1.33,0.41,0.78,0.93,-0.92,0.37
0,2566,2954,Preston LLC,47576.07,1.8,0.4,1.26,0.58,-1.4,0.86,-0.68
0,2567,1424,Daniel-Miranda,44647.58,0.29,1.72,1.92,2.04,1.43,0.2,0.12
0,2568,1083,Smith Sweeney and Roman,13144.05,0.7,0.64,0.32,2.36,-0.06,-0.32,2.04
1,2569,1854,Brown-Kirk,13533.73,1.53,1.63,0.02,1.64,0.1,-1.61,1.62
0,2570,2081,Gross Ltd,48770.44,2.43,0.89,1.42,1.98,-1.54,0.53,0.56
0,2571,2543,Ellis Walsh and Pace,61987.64,2.04,0.36,0.86,0.37,-1.68,0.5,-0.49
0,2572,2073,Mathis Oneill and Blackwell,38180.25,2.08,0.79,2.42,1.31,-1.29,1.63,-1.11
0,2573,1231,Fleming Taylor and Smith,63272.56,0.78,1.46,1.16,0.24,0.68,-0.3,-0.92
0,2574,1953,Fisher LLC,78206.82,0.65,1.35,0.24,0.06,0.7,-1.11,-0.18
0,2575,1100,Johnson-Murray,2536.96,2.47,1.75,0.93,1.75,-0.72,-0.82,0.82
0,2576,108,Mcguire Inc,49812.88,1.27,1.66,2.04,0.38,0.39,0.38,-1.66
0,2577,2705,Castro James and Hill,71398.64,0.73,0.97,0.96,1.86,0.24,-0.01,0.9
0,2578,103,Larson-Mayer,51399.36,0.41,0.34,1.79,1.99,-0.07,1.45,0.2
0,2579,1758,Miller Inc,60392.56,1.24,1.1,1.14,2.4,-0.14,0.04,1.26
0,2580,2056,Armstrong and Sons,67101.14,0.05,2.17,1.77,1.61,2.12,-0.4,-0.16
0,2581,1882,Webster and Sons,65948.38,1.49,0.33,0.87,0.95,-1.16,0.54,0.08
0,2582,1989,Smith and Sons,11613.63,1.35,0.48,0.53,0.8,-0.87,0.05,0.27
0,2583,1240,Gibson-Evans,53042.04,0.53,0.97,0.6,1.24,0.44,-0.37,0.64
0,2584,1810,Powers-Williams,79958.44,0.35,0.02,1.02,2.44,-0.33,1,1.42
0,2585,696,Roberts Walter and Greene,32165.38,0.05,1.58,1.28,0.53,1.53,-0.3,-0.75
0,2586,2111,Elliott Group,18826.67,0.67,2.34,1.25,0.13,1.67,-1.09,-1.12
0,2587,1432,Norton-Turner,50200.3,0.1,0.89,0.15,0.4,0.79,-0.74,0.25
0,2588,764,Weeks Ltd,29003.47,1.31,2.37,1.57,1.64,1.06,-0.8,0.07
